GB_GCA_000010565.1	Pelotomaculum thermopropionicum SI
RS_GCF_000495835.1	Asticcacaulis sp. AC402
RS_GCF_000495855.1	Asticcacaulis sp. YBE204
RS_GCF_000495915.1	Pseudomonas chloritidismutans AW-1
RS_GCF_000495935.2	Elizabethkingia anophelis NUHP1
RS_GCF_000496075.1	Lutibaculum baratangense AMV1
RS_GCF_000496265.1	Pediococcus pentosaceus SL4
RS_GCF_000496285.1	Bacillus toyonensis BCT-7112
RS_GCF_000496305.1	Martelella sp. AD-3
RS_GCF_000496475.1	Betaproteobacteria bacterium MOLA814
RS_GCF_000496555.1	Streptococcus mutans PKUSS-LG01
RS_GCF_000496575.1	Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465
RS_GCF_000496595.1	Candidatus Liberibacter americanus str. Sao Paulo
RS_GCF_000496635.1	Exiguobacterium sp. MH3
RS_GCF_000496695.1	Vibrio halioticoli NBRC 102217
RS_GCF_000496735.2	Methyloglobulus morosus KoM1
RS_GCF_000496775.1	Enterobacter cloacae S611
RS_GCF_000496835.1	Thalassobacillus devorans MSP14
RS_GCF_000496855.1	Sediminibacillus halophilus NSP9.3
RS_GCF_000497065.1	Lactobacillus crispatus EM-LC1
RS_GCF_000497205.1	Saccharopolyspora rectivirgula DSM 43747
RS_GCF_000497245.1	Sporolactobacillus laevolacticus DSM 442
RS_GCF_000497405.1	Streptomycetaceae bacterium MP113-05
RS_GCF_000497425.1	Streptomyces niveus NCIMB 11891
RS_GCF_000497445.1	Streptomyces roseochromogenus subsp. oscitans DS 12.976
RS_GCF_000497465.2	Helicobacter pylori X47-2AL
RS_GCF_000497525.1	Bacillus thuringiensis YBT-1518
RS_GCF_000497555.1	Afipia sp. OHSU_II-uncloned
RS_GCF_000497575.1	Afipia sp. OHSU_II-C1
RS_GCF_000497595.1	Afipia sp. OHSU_II-C2
RS_GCF_000497615.1	Afipia sp. OHSU_I-uncloned
RS_GCF_000497635.1	Afipia sp. OHSU_I-C4
RS_GCF_000497655.1	Afipia sp. OHSU_I-C6
RS_GCF_000497675.1	Bradyrhizobium sp. OHSU_III
RS_GCF_000497695.1	Sulfobacillus thermosulfidooxidans ST
RS_GCF_000497755.1	Aliihoeflea sp. 2WW
RS_GCF_000497835.1	gamma proteobacterium L18
RS_GCF_000497855.1	Proteus hauseri ZMd44
RS_GCF_000497955.1	Pseudoalteromonas haloplanktis TAE56
RS_GCF_000498015.1	Pseudoalteromonas haloplanktis TAE79
RS_GCF_000498095.1	Pseudoalteromonas haloplanktis TB64
RS_GCF_000498295.1	Vagococcus lutrae LBD1
RS_GCF_000498355.1	Clostridium sp. Ade.TY
RS_GCF_000498395.2	Pseudomonas putida S13.1.2
RS_GCF_000498435.1	Rhodoferax saidenbachensis ED16
RS_GCF_000498455.1	[Clostridium] bifermentans WYM
RS_GCF_000498475.1	Flavobacterium cauense R2A-7
RS_GCF_000498495.1	Flavobacterium enshiense DK69
RS_GCF_000498515.1	Flavobacterium saliperosum S13
RS_GCF_000498535.1	Flavobacterium limnosediminis JC2902
RS_GCF_000498575.2	Pseudomonas taeanensis MS-3
RS_GCF_000498755.1	[Clostridium] mangenotii TR
RS_GCF_000498935.1	Streptomyces sp. HCCB10043
RS_GCF_000498955.2	Lactobacillus fabifermentans DSM 21115
RS_GCF_000498975.2	Pseudomonas mosselii SJ10
RS_GCF_000499165.1	Streptococcus pyogenes GA16797
RS_GCF_000499185.1	Bifidobacterium sp. A11
RS_GCF_000499205.1	Paenibacillus sp. MAEPY2
RS_GCF_000499285.1	Bifidobacterium sp. 7101
RS_GCF_000499305.1	Paenibacillus sp. MAEPY1
RS_GCF_000499365.1	Dehalococcoides mccartyi GY50
RS_GCF_000499525.1	Clostridium dakarense
RS_GCF_000499645.1	Rhizobium sp. IRBG74
RS_GCF_000499665.2	Rickettsia monacensis
RS_GCF_000499785.1	Bacteroidaceae bacterium MS4
RS_GCF_000499825.2	Methylocystis sp. SB2
RS_GCF_000500045.1	Borrelia persica No12
RS_GCF_000500065.1	Borrelia hispanica CRI
RS_GCF_000500635.1	Streptomyces sp. GXT6
RS_GCF_000500935.1	Spiroplasma apis B31
RS_GCF_000500955.1	Borrelia garinii IPT74
RS_GCF_000501015.1	Borrelia garinii IPT94
RS_GCF_000501135.1	Borrelia garinii IPT104
RS_GCF_000501195.1	Borrelia garinii IPT131
RS_GCF_000501235.1	Borrelia garinii IPT134
RS_GCF_000501295.1	Borrelia burgdorferi IPT2
RS_GCF_000501375.1	Borrelia burgdorferi IPT35
RS_GCF_000501475.1	Borrelia burgdorferi IPT61
RS_GCF_000501595.1	Borrelia garinii IPT75
RS_GCF_000501655.1	Borrelia garinii IPT88
RS_GCF_000501675.1	Borrelia garinii IPT89
RS_GCF_000501695.1	Borrelia garinii IPT105
RS_GCF_000501735.1	Borrelia garinii IPT108
RS_GCF_000501815.1	Borrelia garinii IPT120
RS_GCF_000501895.1	Borrelia garinii IPT130
RS_GCF_000501915.1	Borrelia garinii IPT139
RS_GCF_000502035.1	Borrelia burgdorferi IPT87
RS_GCF_000502055.1	Borrelia burgdorferi IPT92
RS_GCF_000502135.1	Borrelia burgdorferi IPT132
RS_GCF_000502155.1	Borrelia burgdorferi IPT141
RS_GCF_000502235.1	Mesorhizobium sp. L103C119B0
RS_GCF_000502255.1	Mesorhizobium sp. L103C120A0
RS_GCF_000502295.1	Mesorhizobium sp. L103C565B0
RS_GCF_000502315.1	Mesorhizobium sp. L2C054A000
RS_GCF_000502335.1	Mesorhizobium sp. L2C066B000
RS_GCF_000502355.1	Mesorhizobium sp. L2C089B000
RS_GCF_000502375.1	Mesorhizobium sp. L48C026A00
RS_GCF_000502395.1	Mesorhizobium sp. LNHC220B00
RS_GCF_000502435.1	Mesorhizobium sp. LNHC232B00
RS_GCF_000502475.1	Mesorhizobium sp. LNJC374B00
RS_GCF_000502555.1	Mesorhizobium sp. LNJC394B00
RS_GCF_000502575.1	Mesorhizobium sp. LNJC395A00
RS_GCF_000502595.1	Mesorhizobium sp. LNJC399B00
RS_GCF_000502615.1	Mesorhizobium sp. LNJC405B00
RS_GCF_000502675.1	Mesorhizobium sp. LSHC424B00
RS_GCF_000502715.1	Mesorhizobium sp. LSHC432A00
RS_GCF_000502815.1	Mesorhizobium sp. LSJC269B00
RS_GCF_000502835.1	Mesorhizobium sp. LSJC280B00
RS_GCF_000502855.1	Mesorhizobium sp. L2C067A000
RS_GCF_000502875.1	Mesorhizobium sp. L2C084A000
RS_GCF_000502895.1	Mesorhizobium sp. L2C085B000
RS_GCF_000502935.1	Mesorhizobium sp. LNHC221B00
RS_GCF_000502955.1	Mesorhizobium sp. LNHC252B00
RS_GCF_000502995.1	Mesorhizobium sp. LNJC398B00
RS_GCF_000503035.1	Mesorhizobium sp. LSHC412B00
RS_GCF_000503055.1	Mesorhizobium sp. LSHC420B00
RS_GCF_000503075.1	Mesorhizobium sp. LSHC422A00
RS_GCF_000503095.1	Mesorhizobium sp. LSHC440B00
RS_GCF_000503215.1	Pseudomonas sp. 2-92
RS_GCF_000503775.1	Brevibacillus panacihumi W25
RS_GCF_000503815.1	Clostridium botulinum B str. Osaka05
RS_GCF_000503895.1	Hyphomicrobium nitrativorans NL23
RS_GCF_000503935.1	Gordonia alkanivorans CGMCC 6845
RS_GCF_000503975.1	Porphyromonas gingivalis SJD2
RS_GCF_000504085.1	Pseudothermotoga elfii DSM 9442 / NBRC 107921
RS_GCF_000504105.1	Pseudothermotoga hypogea DSM 11164 / NBRC 106472
RS_GCF_000504125.1	Enterococcus mundtii QU 25
RS_GCF_000504145.1	Bacillus cihuensis
RS_GCF_000504165.1	Bacillus sp. FJAT-14578
RS_GCF_000504185.2	Rhodobacteraceae bacterium PD-2
RS_GCF_000504225.1	Candidatus Pelagibacter ubique HIMB083
RS_GCF_000504245.1	Amycolatopsis halophila YIM 93223
RS_GCF_000504285.1	Actinospica robiniae DSM 44927
RS_GCF_000504305.1	Desulfovibrio termitidis HI1
RS_GCF_000504425.1	Rhodopseudomonas palustris JSC-3b
RS_GCF_000504665.1	Burkholderia cepacia Bu72
RS_GCF_000504685.1	Eikenella corrodens CC92I
RS_GCF_000505545.1	Kurthia huakuii LAM0618
RS_GCF_000505565.1	Xanthomonas hortorum pv. carotae str. M081
RS_GCF_000505605.1	Campylobacter coli K3
RS_GCF_000505665.1	Thermosynechococcus sp. NK55a
RS_GCF_000505725.1	Francisella noatunensis subsp. orientalis LADL--07-285A
RS_GCF_000506425.2	Rhodobacter capsulatus B6
RS_GCF_000506525.2	Rhodobacter capsulatus YW1
RS_GCF_000506545.2	Rhodobacter capsulatus YW2
RS_GCF_000506685.1	Streptococcus pseudopneumoniae 22725
RS_GCF_000506705.1	Streptococcus pseudopneumoniae 1321
RS_GCF_000506725.1	Streptococcus mitis 21/39
RS_GCF_000506745.1	Streptococcus pseudopneumoniae 5247
RS_GCF_000506765.1	Streptococcus mitis 27/7
RS_GCF_000506865.1	Pelistega indica
RS_GCF_000506985.1	Advenella kashmirensis W13003
RS_GCF_000507105.1	Bacillus mojavensis RO-H-1 / KCTC 3706
RS_GCF_000507125.1	Bacillus sonorensis NBRC 101234 / KCTC 13918
RS_GCF_000507145.1	Bacillus tequilensis KCTC 13622
RS_GCF_000507185.2	Pseudomonas syringae KCTC 12500
RS_GCF_000507245.1	Salinispira pacifica
RS_GCF_000507745.1	Streptococcus sanguinis CC94A
RS_GCF_000507765.1	Streptococcus parasanguinis CC87K
RS_GCF_000507785.1	Ruminococcus lactaris CC59_002D
RS_GCF_000507825.1	Prevotella nigrescens CC14M
RS_GCF_000507845.1	Helicobacter macacae MIT 99-5501
RS_GCF_000507865.1	Helicobacter canis NCTC 12740
RS_GCF_000507905.1	Prevotella oralis CC98A
RS_GCF_000508085.1	Sediminibacterium sp. C3
RS_GCF_000508165.1	Marinomonas profundimaris
RS_GCF_000508185.1	Sphingobium sp. C100
RS_GCF_000508205.1	Pseudomonas sp. TKP
RS_GCF_000508225.1	Ehrlichia muris AS145
RS_GCF_000508245.1	Mycoplasma ovis str. Michigan
RS_GCF_000508325.2	Bacillus vireti LMG 21834
RS_GCF_000508345.1	Psychrobacter sp. TB2
RS_GCF_000508865.1	Clostridiales bacterium VE202-01
RS_GCF_000508905.1	Hungatella hathewayi VE202-04
RS_GCF_000508965.1	Clostridiales bacterium VE202-08
RS_GCF_000508985.1	Clostridiales bacterium VE202-09
RS_GCF_000509005.1	Clostridiales bacterium VE202-13
RS_GCF_000509025.1	Clostridiales bacterium VE202-14
RS_GCF_000509045.1	Clostridiales bacterium VE202-15
RS_GCF_000509105.1	Clostridiales bacterium VE202-21
RS_GCF_000509125.1	Clostridiales bacterium VE202-26
RS_GCF_000509145.1	Clostridiales bacterium VE202-27
RS_GCF_000509165.1	Clostridiales bacterium VE202-28
RS_GCF_000509185.1	Clostridiales bacterium VE202-29
RS_GCF_000509225.1	alpha proteobacterium Mf 1.05b.01
RS_GCF_000509245.1	Porphyromonas crevioricanis JCM 15906
RS_GCF_000509365.1	Helicobacter fennelliae MRY12-0050
RS_GCF_000509385.1	Microbacterium sp. TS-1
RS_GCF_000509405.1	Tenacibaculum maritimum NBRC 15946
RS_GCF_000509425.1	Paenibacillus sp. JCM 10914
RS_GCF_000509445.1	Gluconobacter frateurii NBRC 103465
RS_GCF_000510265.1	Candidatus Endolissoclinum faulkneri L5
RS_GCF_000510285.1	Pseudomonas monteilii SB3078
RS_GCF_000510325.1	Pseudomonas monteilii SB3101
RS_GCF_000510425.1	Eubacterium nodatum ATCC 33099
RS_GCF_000510625.1	Rhizobium sp. IBUN
RS_GCF_000510645.1	Thermicanus aegyptius DSM 12793
RS_GCF_000510685.1	Ensifer sp. TW10
RS_GCF_000510725.1	Pseudoxanthomonas sp. J31
RS_GCF_000510805.1	Ignatzschineria larvae DSM 13226
RS_GCF_000510915.2	Pseudomonas sp. FH4
RS_GCF_000511065.1	Psychrobacter sp. TB67
RS_GCF_000511115.1	Paenibacillus larvae subsp. larvae DSM 25719
RS_GCF_000511135.2	Microbispora sp. ATCC PTA-5024
RS_GCF_000511175.1	Sediminibacterium salmoneum NBRC 103935
RS_GCF_000511305.1	Rhodococcus pyridinivorans SB3094
RS_GCF_000511325.1	Pseudomonas sp. FGI182
RS_GCF_000511355.1	Leisingera methylohalidivorans DSM 14336
RS_GCF_000511385.1	Phaeobacter gallaeciensis DSM 26640
RS_GCF_000511405.1	Paenibacillus larvae subsp. larvae DSM 25430
RS_GCF_000511655.1	Psychrobacter sp. TB15
RS_GCF_000511705.1	Thermus sp. NMX2.A1
RS_GCF_000511775.1	Bacteroides pyogenes JCM 10003
RS_GCF_000511795.1	Lactobacillus namurensis str. Chizuka 01
RS_GCF_000511875.1	Gammaproteobacteria bacterium MOLA455
RS_GCF_000511935.2	Zhouia amylolytica AD3
RS_GCF_000511955.1	[Clostridium ultunense] DSM 10521
RS_GCF_000512105.1	Thermoanaerobacterium aotearoense SCUT27
RS_GCF_000512125.1	Escherichia albertii KF1
RS_GCF_000512145.1	Borrelia parkeri HR1
RS_GCF_000512185.1	Aeromonas hydrophila 4AK4
RS_GCF_000512205.2	Sphingomonas sanxanigenens DSM 19645 / NX02
RS_GCF_000512235.1	Syntrophorhabdus aromaticivorans UI
RS_GCF_000512355.1	Legionella oakridgensis ATCC 33761 / DSM 21215
RS_GCF_000512695.1	Pseudomonas sp. QTF5
RS_GCF_000512735.1	Thermocrinis ruber
RS_GCF_000512895.1	Dehalobacter restrictus DSM 9455
RS_GCF_000512915.1	Barnesiella viscericola DSM 18177
RS_GCF_000512995.1	Lachnoanaerobaculum sp. MSX33
RS_GCF_000513095.1	Bacillus wakoensis JCM 9140
RS_GCF_000513115.1	Bacillus hemicellulosilyticus JCM 9152
RS_GCF_000513135.1	Bacillus akibai JCM 9157
RS_GCF_000513155.1	Bacillus weihenstephanensis NBRC 101238 / DSM 11821
RS_GCF_000513195.1	Candidatus Bacteroides timonensis AP1
RS_GCF_000513215.1	Serratia marcescens subsp. marcescens Db11
RS_GCF_000513275.1	Paenibacillus gorillae
RS_GCF_000513295.1	Magnetospirillum gryphiswaldense MSR-1 v2
RS_GCF_000513475.1	Candidatus Babela massiliensis
RS_GCF_000513515.1	Helicobacter pylori Sahul64
RS_GCF_000513535.1	Planomicrobium glaciei CHR43
RS_GCF_000513555.1	Lachnospiraceae bacterium JC7
RS_GCF_000513715.1	Salinivibrio socompensis S35
RS_GCF_000513775.1	Treponema phagedenis 4A
RS_GCF_000513835.1	Pseudomonas thermotolerans J53
RS_GCF_000513895.1	Ensifer sp. WSM1721
RS_GCF_000513915.1	Mesorhizobium sp. WSM2561
RS_GCF_000513935.1	Mesorhizobium sp. WSM3626
RS_GCF_000513955.1	Pseudoxanthomonas suwonensis J47
RS_GCF_000513975.1	Paracoccus sp. J55
RS_GCF_000513995.1	Pseudoxanthomonas sp. J35
RS_GCF_000514015.1	Paenarthrobacter nicotinovorans 231Sha2.1M6
RS_GCF_000514155.1	Paenarthrobacter nicotinovorans 26Cvi1.1E
RS_GCF_000514195.1	Pseudomonas sp. URIL14HWK12:I6
RS_GCF_000514255.1	Pseudomonas sp. URMO17WK12:I3
RS_GCF_000514355.1	Pseudomonas sp. LAMO17WK12:I4
RS_GCF_000514375.1	Pseudomonas sp. LAMO17WK12:I2
RS_GCF_000514435.1	Salinispora pacifica CNT150
RS_GCF_000514495.1	Salinispora pacifica CNT084
RS_GCF_000514615.1	Salinispora arenicola CNT850
RS_GCF_000514655.1	Salinispora arenicola CNB458
RS_GCF_000514675.1	Salinispora pacifica CNT148
RS_GCF_000514715.1	Streptomyces sp. CNH099
RS_GCF_000514815.1	Salinispora pacifica CNT569
RS_GCF_000515095.1	Salinispora tropica CNB476
RS_GCF_000515115.1	Nocardiopsis sp. CNT312
RS_GCF_000515215.1	Methylomonas sp. 11b
RS_GCF_000515235.1	Synechococcus sp. CC9616
RS_GCF_000515255.1	Rhodovibrio salinarum DSM 9154
RS_GCF_000515275.1	Methylophilus sp. 5
RS_GCF_000515315.1	Sediminibacterium sp. OR53
RS_GCF_000515335.1	Cohnella panacarvi Gsoil 349
RS_GCF_000515355.1	Promicromonospora kroppenstedtii DSM 19349
RS_GCF_000515395.1	Jiangella gansuensis DSM 44835
RS_GCF_000515415.1	Bradyrhizobium sp. WSM1417
RS_GCF_000516515.1	Chloroflexus sp. Y-396-1
RS_GCF_000516535.1	Leptotrichia goodfellowii DSM 19756
RS_GCF_000516555.1	Afipia sp. P52-10
RS_GCF_000517005.1	Microvirga lupini
RS_GCF_000517025.1	Halonatronum saccharophilum DSM 13868
RS_GCF_000517045.1	Rhizobium leguminosarum bv. trifolii CC278f
RS_GCF_000517065.1	Alkaliflexus imshenetskii DSM 15055
RS_GCF_000517085.1	Saccharicrinis fermentans DSM 9555 / JCM 21142
RS_GCF_000517105.1	Fischerella sp. PCC 9605
RS_GCF_000517125.1	Arthrobacter sp. MA-N2
RS_GCF_000517145.1	Mesorhizobium loti R88b
RS_GCF_000517265.1	Photorhabdus temperata subsp. khanii NC19
RS_GCF_000517305.1	Pseudomonas cichorii JBC1
RS_GCF_000517365.1	Spiroplasma mirum ATCC 29335
RS_GCF_000517385.1	Bacillus boroniphilus JCM 21738
RS_GCF_000517405.1	Candidatus Sodalis pierantonius str. SOPE
RS_GCF_000517425.1	Sodalis praecaptivus
RS_GCF_000517545.1	Bacteroides reticulotermitis JCM 10512
RS_GCF_000517565.1	Desulfurella acetivorans A63
RS_GCF_000517605.1	Rhizobium leguminosarum bv. trifolii WSM1689
RS_GCF_000517765.1	Streptococcus sp. BS29a
RS_GCF_000517785.1	Veillonella sp. AS16
RS_GCF_000517825.1	Prevotella sp. ICM33
RS_GCF_000517845.1	Paenibacillus sp. FSL R5-192
RS_GCF_000517865.1	Paenibacillus sp. FSL R7-269
RS_GCF_000517885.1	Paenibacillus sp. FSL R5-808
RS_GCF_000517925.1	Paenibacillus sp. FSL H8-237
RS_GCF_000517945.1	Paenibacillus sp. FSL H8-457
RS_GCF_000517965.1	Paenibacillus sp. FSL R7-277
RS_GCF_000518005.1	Viridibacillus arenosi FSL R5-213
RS_GCF_000518045.1	Streptomyces exfoliatus DSM 41693
RS_GCF_000518085.1	Bartonella grahamii ATCC 700132
RS_GCF_000518125.1	Borrelia coriaceae ATCC 43381
RS_GCF_000518145.1	Vibrio albensis ATCC 14547
RS_GCF_000518165.1	Bartonella elizabethae F9251 / ATCC 49927
RS_GCF_000518185.1	Bartonella clarridgeiae ATCC 51734
RS_GCF_000518205.1	Facklamia sourekii ATCC 700629
RS_GCF_000518225.1	Helicobacter pametensis ATCC 51478
RS_GCF_000518245.1	Brachyspira alvinipulli ATCC 51933
RS_GCF_000518265.1	Actinomadura oligospora ATCC 43269
RS_GCF_000518285.1	Entomoplasma lucivorax ATCC 49196
RS_GCF_000518305.1	Mycoplasma imitans ATCC 51306
RS_GCF_000518345.1	Bradyrhizobium sp. URHA0013
RS_GCF_000518365.1	Rhodospirillales bacterium URHD0088
RS_GCF_000518385.1	Alcanivorax sp. 43B_GOM-46m
RS_GCF_000518405.1	Tenacibaculum sp. 47A_GOM-205m
RS_GCF_000518465.1	Paenibacillus sp. J14
RS_GCF_000518485.1	Olleya marilimosa CAM030
RS_GCF_000518505.1	Olleya sp. VCSA23
RS_GCF_000518525.1	Olleya sp. VCSM12
RS_GCF_000518545.1	Hallella seregens ATCC 51272
RS_GCF_000518565.1	Thermoanaerobacter thermocopriae JCM 7501
RS_GCF_000518585.1	Rhizobium larrymoorei ATCC 51759
RS_GCF_000518605.1	Shewanella fidelis ATCC BAA-318
RS_GCF_000518625.1	Roseomonas gilardii subsp. rosea ATCC BAA-691
RS_GCF_000518645.1	Curvibacter gracilis ATCC BAA-807
RS_GCF_000518665.1	Microvirga flocculans ATCC BAA-817
RS_GCF_000518685.1	Eubacterium xylanophilum ATCC 35991
RS_GCF_000518705.1	Shewanella colwelliana ATCC 39565
RS_GCF_000518725.1	Mesoplasma seiffertii ATCC 49495
RS_GCF_000518745.1	Phaseolibacter flectens ATCC 12775
RS_GCF_000518765.1	Ruminococcus flavefaciens ATCC 19208
RS_GCF_000518785.1	Rhizobium selenitireducens ATCC BAA-1503
RS_GCF_000518805.1	Shewanella waksmanii ATCC BAA-643
RS_GCF_000518825.1	Mesoplasma chauliocola ATCC 49578
RS_GCF_000518845.1	Bordetella petrii J49
RS_GCF_000518865.1	Bacillus sp. J37
RS_GCF_000518885.1	Bacillus sp. J33
RS_GCF_000518905.1	Paracoccus pantotrophus J46
RS_GCF_000518925.1	Paracoccus sp. J39
RS_GCF_000518945.1	Bacillus sp. J13
RS_GCF_000518965.1	Bordetella petrii J51
RS_GCF_000518985.1	Chelativorans sp. J32
RS_GCF_000519005.1	Nocardioides sp. J54
RS_GCF_000519045.1	Dechloromonas agitata is5
RS_GCF_000519065.1	Shewanella putrefaciens HRCR-6
RS_GCF_000519085.1	Methylobacterium sp. 10
RS_GCF_000519105.1	Butyricimonas virosa DSM 23226
RS_GCF_000519125.1	Desulfocurvus vexinensis DSM 17965
RS_GCF_000519165.1	Prevotella intermedia ATCC 25611 / DSM 20706
RS_GCF_000519185.1	Paraburkholderia nodosa DSM 21604
RS_GCF_000519205.1	Amycolatopsis taiwanensis DSM 45107
RS_GCF_000519225.1	Bradyrhizobium elkanii USDA 94
RS_GCF_000519245.1	Burkholderia sp. UYPR1.413
RS_GCF_000519265.1	Desulfonatronum lacustre DSM 10312
RS_GCF_000519285.1	Thermacetogenium phaeum DSM 12270
RS_GCF_000519305.1	Mesorhizobium ciceri WSM4083
RS_GCF_000519325.1	Patulibacter minatonensis DSM 18081
RS_GCF_000519345.1	Deinococcus pimensis DSM 21231
RS_GCF_000519985.1	[Clostridium] clariflavum 4-2a
RS_GCF_000520015.2	Chania multitudinisentens RB-25
RS_GCF_000520475.1	Arthrobacter sp. 35/47
RS_GCF_000520495.1	Arthrobacter sp. H14
RS_GCF_000520515.1	Arthrobacter sp. H20
RS_GCF_000520535.1	Arthrobacter sp. H41
RS_GCF_000520555.1	Arthrobacter sp. Br18
RS_GCF_000520575.1	Arthrobacter sp. I3
RS_GCF_000520595.1	Arthrobacter sp. H5
RS_GCF_000520615.1	Roseivivax atlanticus
RS_GCF_000520695.1	Paenibacillus massiliensis T7
RS_GCF_000520715.1	Paenibacillus zanthoxyli JH29
RS_GCF_000520735.1	Paenibacillus forsythiae T98
RS_GCF_000520755.1	Paenibacillus sp. 1-18
RS_GCF_000520815.1	Paenibacillus sp. 1-49
RS_GCF_000520835.1	Chryseobacterium indologenes NBRC 14944
RS_GCF_000520875.1	Rhizobium leguminosarum bv. trifolii CB782
RS_GCF_000520955.1	Aquimarina pacifica
RS_GCF_000520975.1	Aquimarina megaterium XH134
RS_GCF_000520995.1	Aquimarina macrocephali JAMB N27
RS_GCF_000521175.1	Aphanizomenon flos-aquae NIES-81
RS_GCF_000521195.1	Mycobacterium gastri 'Wayne'
RS_GCF_000521215.1	Labrenzia sp. DG1229
RS_GCF_000521245.1	Helicobacter pylori HLJ039
RS_GCF_000521465.1	[Clostridium] straminisolvens JCM 21531
RS_GCF_000521485.1	Gracilibacillus boraciitolerans JCM 21714
RS_GCF_000521505.1	Advenella mimigardefordensis DPN7
RS_GCF_000521525.1	Buchnera aphidicola str. USDA
RS_GCF_000521565.1	Buchnera aphidicola str. G002
RS_GCF_000521605.1	Mannheimia varigena USDA-ARS-USMARC-1261
RS_GCF_000521655.1	Mannheimia varigena USDA-ARS-USMARC-1296
RS_GCF_000521685.1	Mannheimia varigena USDA-ARS-USMARC-1388
RS_GCF_000521695.1	Mannheimia varigena USDA-ARS-USMARC-1312
RS_GCF_000521725.1	Bibersteinia trehalosi USDA-ARS-USMARC-188
RS_GCF_000521765.1	Bibersteinia trehalosi USDA-ARS-USMARC-190
RS_GCF_000521785.1	Roseivivax halodurans JCM 10272
RS_GCF_000521805.1	Marinomonas ushuaiensis DSM 15871
RS_GCF_000521865.1	Roseivivax isoporae LMG 25204
RS_GCF_000522465.1	Arcobacter cibarius LMG 21996
RS_GCF_000522485.1	Pseudomonas corrugata CFBP 5454
RS_GCF_000522505.1	Bifidobacterium moukalabense DSM 27321
RS_GCF_000522545.2	Paraburkholderia caribensis MBA4
RS_GCF_000523235.1	Nocardia nova SH22a
RS_GCF_000523275.1	Lebetimonas sp. JH292
RS_GCF_000523315.1	Lebetimonas sp. JS032
RS_GCF_000523335.1	Lebetimonas sp. JS138
RS_GCF_000523355.1	Lebetimonas sp. JS170
RS_GCF_000523395.1	Klebsiella sp. 10982
RS_GCF_000523495.1	Candidatus Ruthia magnifica UCD-CM
RS_GCF_000523515.1	Pedobacter sp. V48
RS_GCF_000523535.1	Borrelia duttonii CR2A
RS_GCF_000523555.1	Fusobacterium nucleatum 13_3C
RS_GCF_000523595.1	Mycobacterium avium subsp. avium 2285
RS_GCF_000524055.1	Mycobacterium kansasii 732
RS_GCF_000524215.1	Fusobacterium sp. CM1
RS_GCF_000524235.1	Fusobacterium sp. OBRC1
RS_GCF_000524255.1	Streptococcus sp. AS20
RS_GCF_000524295.1	Shuttleworthia sp. MSX8B
RS_GCF_000524355.1	Veillonella sp. ICM51a
RS_GCF_000524395.1	Fusobacterium sp. CM22
RS_GCF_000524475.1	Tomitella biformata AHU 1821
RS_GCF_000524555.1	Mycoplasma bovoculi M165/69
RS_GCF_000525025.1	Methylophilaceae bacterium 11
RS_GCF_000525585.1	Streptococcus sp. ACS2
RS_GCF_000525635.1	Kutzneria albida DSM 43870
RS_GCF_000525655.1	Corynebacterium falsenii DSM 44353
RS_GCF_000525675.1	Bdellovibrio bacteriovorus W
RS_GCF_000525775.1	Mogibacterium timidum ATCC 33093
RS_GCF_000525795.1	Listeria aquatica FSL S10-1188
RS_GCF_000525835.1	Listeria grandensis FSL F6-0971
RS_GCF_000525855.1	Listeria cornellensis FSL F6-0969
RS_GCF_000525875.1	Listeria floridensis FSL S10-1187
RS_GCF_000525895.1	Listeria grayi FSL F6-1183
RS_GCF_000525915.1	Brochothrix campestris FSL F6-1037
RS_GCF_000525935.1	Brochothrix thermosphacta DSM 20171 / FSL F6-1036
RS_GCF_000525955.1	Listeria weihenstephanensis FSL R9-0317
RS_GCF_000525975.1	Listeria rocourtiae FSL F6-920
RS_GCF_000525995.1	Listeria riparia FSL S10-1204
RS_GCF_000526015.1	Listeria fleischmannii FSL S10-1203
RS_GCF_000526035.1	Streptococcus sp. CM7
RS_GCF_000526055.1	Eubacterium sulci ATCC 35585
RS_GCF_000526075.1	Streptococcus sp. SR1
RS_GCF_000526095.1	Streptococcus sp. CM6
RS_GCF_000526135.1	Hyphomicrobium sp. 802
RS_GCF_000526155.1	Deferrisoma camini S3R1
RS_GCF_000526175.1	Xanthobacter sp. 126
RS_GCF_000526195.1	Hippea sp. KM1
RS_GCF_000526215.1	Nocardia sp. BMG51109
RS_GCF_000526235.1	Acholeplasma granularum ATCC 19168
